[-0.58456306  0.78076298 -0.2206716   0.10826308],[-0.6780957  -0.32079695  0.66126865  0.04358189],[ 0.44550302  0.53618998  0.71695758  0.04412152],[ 0.  0.  0.  1.]
[-0.71225782  0.65176317  0.26056509  0.10924704],[ 0.57948968  0.3365356   0.74225068 -0.0212914 ],[ 0.39608204  0.67966882 -0.61738988  0.05156121],[ 0.  0.  0.  1.]
[-0.27181554  0.94939326 -0.15738181  0.06725153],[-0.951391   -0.24049303  0.19240133  0.08299413],[ 0.14481521  0.20202946  0.96861388  0.04232682],[ 0.  0.  0.  1.]
[-0.35485151  0.93474386 -0.01830636  0.08106471],[-0.85688615 -0.33300186 -0.39351782  0.06563976],[-0.37393422 -0.12395395  0.91913483  0.09308519],[ 0.  0.  0.  1.]
[-0.22086022  0.9724684   0.07433739  0.09491251],[ 0.44587013  0.168463   -0.87910194  0.0168017 ],[-0.86742192 -0.16101388 -0.47080142  0.10858404],[ 0.  0.  0.  1.]
[-0.21427157  0.97100503 -0.10600375  0.08176659],[ 0.57483846  0.03761437 -0.81740208 -0.03818825],[-0.78971441 -0.23608104 -0.56623066  0.09985898],[ 0.  0.  0.  1.]
[-0.50102421  0.83262702  0.23602333  0.06709133],[ 0.86271549  0.45892106  0.21239936 -0.06407712],[ 0.06853335  0.31003815 -0.94825059  0.05042182],[ 0.  0.  0.  1.]
[ 0.08288456  0.82316905 -0.56171472 -0.03133836],[-0.99537062  0.09590429 -0.00632964  0.08472924],[ 0.04866053  0.55963925  0.82730683  0.00164681],[ 0.  0.  0.  1.]
[-0.04122935  0.93709716 -0.34662466  0.006864  ],[-0.99913836 -0.03700826  0.01879108  0.09163922],[ 0.00478111  0.34710068  0.93781556  0.04627081],[ 0.  0.  0.  1.]
[-0.16926975  0.98504018 -0.03232193  0.02285732],[-0.79633252 -0.15601812 -0.58439136  0.07897987],[-0.58069146 -0.07318049  0.81082824  0.11538674],[ 0.  0.  0.  1.]
[-0.02824055  0.99792544 -0.0578645   0.03277577],[ 0.39793862 -0.04187926 -0.91645577  0.01798179],[-0.91697734 -0.04890786 -0.39593027  0.14279477],[ 0.  0.  0.  1.]
[ 0.07191739  0.99738084  0.0077052   0.02491078],[ 0.72903094 -0.04729247 -0.68284497 -0.04872135],[-0.68069217  0.05472572 -0.73052263  0.12352118],[ 0.  0.  0.  1.]
[-0.31197053  0.93679571  0.15839485  0.00822412],[ 0.94878103  0.29842583  0.10371489 -0.0738624 ],[ 0.0498906   0.18263786 -0.98191391  0.05246155],[ 0.  0.  0.  1.]
[ 0.35113071  0.90759382  0.23017664 -0.03667036],[ 0.93552106 -0.32987263 -0.12642603 -0.06645635],[-0.03881473  0.2597271  -0.9649018   0.00809492],[ 0.  0.  0.  1.]
[ 0.34357209  0.85801754 -0.38179057 -0.0469355 ],[-0.92181014  0.23040113 -0.31173999  0.07980479],[-0.17951398  0.45904405  0.87008876  0.06088798],[ 0.  0.  0.  1.]
[ 0.49616979  0.86440291  0.08138551 -0.03587776],[-0.77161197  0.48198913 -0.4150928   0.06550495],[-0.39803469  0.14315909  0.9061315   0.11358927],[ 0.  0.  0.  1.]
[ 0.46860382  0.78129957  0.41228731 -0.03312284],[-0.29902121  0.579434   -0.75818373  0.01734731],[-0.83126253  0.23200553  0.50514986  0.13663071],[ 0.  0.  0.  1.]
[ 0.53935285  0.78293291 -0.31002621 -0.04394853],[ 0.53896454 -0.60383931 -0.58727834 -0.03625952],[-0.64700516  0.14965705 -0.74765485  0.12261337],[ 0.  0.  0.  1.]
[ 0.68193168  0.72351791  0.10720669 -0.05440152],[ 0.72811049 -0.6576016  -0.19343247 -0.05651664],[-0.06945266  0.20996574 -0.97523934  0.07114092],[ 0.  0.  0.  1.]
[ 0.87241992  0.48783751 -0.02996041 -0.07479965],[-0.37500529  0.62880211 -0.68115962  0.04338188],[-0.3134571   0.60549318  0.73152138  0.07787416],[ 0.  0.  0.  1.]
[ 0.90575212  0.23995746  0.34933194 -0.08281762],[ 0.39610984 -0.18622998 -0.89911933 -0.01209083],[-0.15069468  0.95275337 -0.26372752  0.08541714],[ 0.  0.  0.  1.]
[ 0.31052319  0.09702471 -0.94560076 -0.00909657],[-0.29078917 -0.93739166 -0.19167279  0.02151518],[-0.90499569  0.33449005 -0.26286808  0.14978239],[ 0.  0.  0.  1.]
