[-0.06955824  0.60120446  0.7960617   0.36109568],[-0.24891055 -0.78321449  0.56975275 -0.03342002],[ 0.96602599 -0.15851723  0.20412457 -0.07645202],[ 0.  0.  0.  1.]
[-0.23939692  0.64781328 -0.72320596  0.36339847],[ 0.96242847  0.0600262  -0.26481673 -0.07853521],[-0.12814084 -0.75943169 -0.63784413 -0.02882352],[ 0.  0.  0.  1.]
[ 0.20827339  0.73901802  0.64068293  0.33934138],[-0.5210878  -0.47049869  0.71210847  0.01913696],[ 0.8277017  -0.48216601  0.28710036 -0.07931552],[ 0.  0.  0.  1.]
[-0.45152816  0.41686732  0.78888763  0.38991396],[-0.76164607 -0.64062945 -0.09741224  0.01528124],[ 0.46477722 -0.6448382   0.60676751 -0.05355489],[ 0.  0.  0.  1.]
[-0.88557018  0.11042975 -0.45118691  0.40676335],[ 0.34306082 -0.49937789 -0.79556945 -0.02304459],[-0.31316717 -0.85931798  0.40435109 -0.01908756],[ 0.  0.  0.  1.]
[-0.86452121  0.12150865 -0.48768664  0.38767114],[ 0.32954714 -0.59558766 -0.73258024 -0.05933551],[-0.37947495 -0.79404743  0.47485625  0.02182522],[ 0.  0.  0.  1.]
[-0.07107266  0.64199752 -0.76340516  0.33553558],[ 0.88203169 -0.31694855 -0.34865967 -0.08538278],[-0.46579913 -0.69812892 -0.54373572  0.02430696],[ 0.  0.  0.  1.]
[ 0.02671553  0.8291826   0.55833821  0.25493642],[-0.58252529 -0.44098977  0.68278263  0.06846275],[ 0.81237364 -0.34348773  0.47123849 -0.03553733],[ 0.  0.  0.  1.]
[ 0.00497548  0.77921983  0.6267315   0.313385  ],[-0.56435929 -0.51520087  0.64503265  0.0649868 ],[ 0.82551476 -0.35691174  0.43719604 -0.04354948],[ 0.  0.  0.  1.]
[-0.48251384  0.67658386  0.55624982  0.38195854],[-0.77989047 -0.6209405   0.07876023  0.06644429],[ 0.39868669 -0.39581165  0.82727434 -0.01496442],[ 0.  0.  0.  1.]
[-0.6447517   0.50031906 -0.5779065   0.40450456],[ 0.3258307  -0.50402204 -0.79987289  0.02643045],[-0.69146911 -0.70401976  0.16195045  0.03336285],[ 0.  0.  0.  1.]
[-0.41000239  0.43159308 -0.80350801  0.37812264],[ 0.3857222  -0.71625515 -0.58154729 -0.02662976],[-0.82650862 -0.54836719  0.12719219  0.07315398],[ 0.  0.  0.  1.]
[-0.06273597  0.68586941 -0.72501513  0.3043824 ],[ 0.88471266 -0.29798665 -0.35845191 -0.05639626],[-0.46189653 -0.66391913 -0.58810263  0.06742269],[ 0.  0.  0.  1.]
[ 0.12734093  0.60102897 -0.78901688  0.24473045],[ 0.38276483 -0.76365094 -0.51993102 -0.03728892],[-0.91502776 -0.23580012 -0.32729703  0.07209086],[ 0.  0.  0.  1.]
[-0.00721257  0.71960697  0.69434343  0.29642451],[-0.96793018 -0.17939378  0.1758672   0.09220675],[ 0.25111656 -0.67080793  0.69782318  0.00177931],[ 0.  0.  0.  1.]
[-0.18236528  0.710341    0.67982286  0.34482773],[-0.98265743 -0.15529215 -0.1013383   0.09191033],[ 0.03358686 -0.68651412  0.72634091  0.02843451],[ 0.  0.  0.  1.]
[-0.27606166  0.69179324  0.66724129  0.36116335],[-0.81090658  0.20503466 -0.54807979  0.06197839],[-0.51596526 -0.69237441  0.5043779   0.07044485],[ 0.  0.  0.  1.]
[-0.11761816  0.53021475 -0.83966548  0.34022601],[-0.03151812 -0.8471032  -0.53049511  0.02380158],[-0.99255847 -0.03593158  0.1163459   0.1057669 ],[ 0.  0.  0.  1.]
[ 0.31089394  0.63997844 -0.70268883  0.28853933],[  9.01239411e-02  -7.55846432e-01  -6.48517296e-01  -4.26227187e-04],[-0.94616187  0.13829069 -0.29266562  0.10289288],[ 0.  0.  0.  1.]
[ 0.20606662  0.76325474  0.61235531  0.29069475],[-0.88431616  0.41318062 -0.21741179  0.08628719],[-0.41895362 -0.49671433  0.76010064  0.05089714],[ 0.  0.  0.  1.]
[ 0.2312986   0.64350692 -0.72965673  0.28694436],[-0.35491625 -0.64249569 -0.67914305  0.05064579],[-0.9058341   0.41605197  0.07978261  0.09831535],[ 0.  0.  0.  1.]
[-0.52827771  0.4922959  -0.69178523  0.38775248],[-0.4575873  -0.85138436 -0.25643646  0.05409694],[-0.71521731  0.1810828   0.67503546  0.06104879],[ 0.  0.  0.  1.]
